Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,frame,class
0.0,0.0,371.585,247.898,425.525,266.273,0.0,0.0,0.0,0.0,330.81,245.251,297.884,296.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.519,191.309,354.492,183.424,86,0
0.0,0.0,370.295,247.893,417.648,259.759,0.0,0.0,0.0,0.0,330.792,245.254,296.574,296.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.994,358.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.781,191.298,354.479,183.436,87,0
0.0,0.0,372.897,250.525,425.533,267.577,0.0,0.0,0.0,0.0,329.48,246.56,295.259,299.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.507,193.966,354.49,184.689,88,0
0.0,0.0,371.593,249.198,424.213,266.31,0.0,0.0,0.0,0.0,329.499,245.272,296.566,297.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.48,193.937,354.504,183.437,89,0
87.3581,59.7726,84.7128,76.83,72.875,78.0914,0.0,0.0,0.0,0.0,96.5772,75.5246,103.171,92.6099,114.971,111.095,82.0874,125.517,90.0286,162.355,99.2212,196.585,100.469,121.62,104.469,161.049,109.75,195.204,82.1086,58.3788,88.6891,58.3583,78.0688,58.4557,90.0378,58.3771,165,0
87.3656,59.7695,84.7195,76.8275,72.882,78.0904,0.0,0.0,0.0,0.0,97.831,75.521,103.161,92.6353,113.657,112.344,82.083,125.524,90.0258,162.356,99.2253,196.578,100.466,121.622,104.469,161.054,109.747,195.203,82.1168,58.3768,88.6938,58.3554,78.0745,58.4558,90.04,58.3713,166,0
89.9889,66.2556,83.4055,78.0908,68.9523,78.1765,0.0,0.0,0.0,0.0,99.1515,75.488,108.391,97.8563,117.616,114.996,79.4817,129.481,87.347,163.692,97.8766,197.87,100.468,124.209,109.696,162.329,117.619,195.239,87.3627,59.7364,91.3303,59.7047,78.1641,59.7353,0.0,0.0,167,0
89.987,66.2541,83.4038,78.0901,68.9489,78.1754,0.0,0.0,0.0,0.0,99.1507,75.4852,108.413,97.8437,117.61,114.994,79.4771,129.483,87.3429,163.696,97.8759,197.874,100.464,124.213,109.696,162.33,117.621,195.241,87.3605,59.7363,91.3265,59.7038,78.1609,59.7367,0.0,0.0,168,0
89.9889,66.2563,83.4029,78.0912,68.951,78.1761,0.0,0.0,0.0,0.0,99.1497,75.4897,108.38,97.8571,117.624,114.989,79.4796,129.48,87.3475,163.693,97.8759,197.871,100.464,124.21,109.696,162.33,117.62,195.24,87.3629,59.7363,91.3299,59.7052,78.1629,59.735,0.0,0.0,169,0
89.9887,66.257,83.4028,78.0908,68.9508,78.1758,0.0,0.0,0.0,0.0,99.1494,75.4894,108.38,97.856,117.621,114.988,79.4793,129.48,87.3474,163.692,97.8759,197.871,100.463,124.21,109.695,162.329,117.62,195.24,87.3631,59.7367,91.33,59.706,78.1633,59.7355,0.0,0.0,170,0
