Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,frame,class
0.0,0.0,355.787,179.453,391.339,180.785,387.384,249.199,0.0,0.0,318.963,174.209,297.91,242.636,0.0,0.0,349.223,305.789,0.0,0.0,0.0,0.0,311.038,295.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0
0.0,0.0,355.788,179.452,392.615,182.07,387.374,247.916,0.0,0.0,318.946,174.184,301.839,228.16,0.0,0.0,350.509,301.854,0.0,0.0,0.0,0.0,311.037,295.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0
0.0,0.0,355.794,178.162,391.354,182.074,387.383,251.838,378.159,317.634,320.257,174.174,301.832,232.109,0.0,0.0,349.201,303.164,0.0,0.0,0.0,0.0,311.07,295.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
0.0,0.0,353.192,175.544,391.347,180.755,387.395,246.583,382.127,288.669,317.637,172.869,304.503,224.224,0.0,0.0,351.834,297.888,0.0,0.0,0.0,0.0,312.38,287.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.991,274.224,216.307,293.946,216.334,321.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0
0.0,0.0,354.474,180.792,390.016,182.079,387.367,254.477,376.872,321.578,318.967,175.528,297.904,246.57,283.424,278.141,351.826,308.427,0.0,0.0,0.0,0.0,311.056,297.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0
0.0,0.0,354.486,179.454,390.034,180.793,387.369,250.532,380.818,317.641,318.958,174.224,299.215,242.626,282.111,271.603,351.88,307.105,0.0,0.0,0.0,0.0,311.093,295.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0
0.0,0.0,354.482,179.456,390.033,180.794,387.37,250.539,380.814,317.642,318.955,174.225,299.214,242.634,282.098,272.887,351.882,307.106,0.0,0.0,0.0,0.0,311.089,295.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0
0.0,0.0,354.492,178.171,391.344,182.063,386.097,251.841,382.118,315.005,318.955,174.178,303.165,228.149,0.0,0.0,342.652,307.111,0.0,0.0,0.0,0.0,312.376,295.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0
0.0,0.0,354.494,179.445,391.344,182.063,386.097,251.84,382.117,315.006,318.956,174.178,303.166,228.149,0.0,0.0,342.65,307.111,0.0,0.0,0.0,0.0,312.377,295.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0
0.0,0.0,354.478,179.458,391.33,182.061,386.083,249.24,0.0,0.0,318.937,174.192,303.156,228.147,0.0,0.0,342.646,308.43,0.0,0.0,0.0,0.0,311.089,296.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0
0.0,0.0,354.485,179.481,391.338,182.069,384.774,263.68,374.179,332.126,318.941,174.221,300.554,232.104,0.0,0.0,349.225,313.69,0.0,0.0,0.0,0.0,309.761,299.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,0
0.0,0.0,354.49,178.161,391.333,182.057,386.046,262.36,374.188,332.109,318.964,174.189,300.58,228.17,0.0,0.0,349.236,311.07,0.0,0.0,0.0,0.0,309.752,297.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,0
0.0,0.0,354.519,176.826,392.601,182.054,386.066,258.418,374.184,330.819,320.26,172.916,300.583,228.149,287.386,278.17,349.238,309.741,0.0,0.0,0.0,0.0,309.755,295.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,0
