Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,frame,class
412.391,196.587,371.579,247.901,395.28,251.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.133,186.061,0.0,0.0,383.441,186.07,0.0,0.0,111,0
0.0,0.0,363.667,234.739,395.273,236.075,0.0,0.0,0.0,0.0,330.78,233.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.986,184.772,353.217,180.769,262,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.108,241.302,258.433,228.196,233.388,220.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.467,180.764,273,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.016,237.383,259.769,234.711,229.494,218.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.012,237.386,259.769,234.711,229.494,218.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.632,237.375,261.057,234.708,229.5,218.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.477,196.563,258.421,228.148,232.078,220.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.488,196.588,258.422,228.163,232.089,220.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,0
0.0,0.0,366.342,237.351,400.562,239.996,0.0,0.0,0.0,0.0,332.11,234.744,255.793,225.544,233.439,220.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.853,186.044,357.134,182.074,414,0
0.0,0.0,365.015,237.357,399.219,238.712,0.0,0.0,0.0,0.0,330.763,236.024,255.776,224.201,232.083,217.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.535,187.378,353.217,179.46,415,0
