Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,frame,class
354.522,174.226,365.009,193.941,351.84,193.927,0.0,0.0,0.0,0.0,382.108,195.243,0.0,0.0,0.0,0.0,363.709,259.757,357.12,309.748,354.512,351.81,383.435,263.669,383.417,309.717,383.376,355.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
354.516,174.243,365.005,193.941,351.851,193.943,0.0,0.0,0.0,0.0,379.492,195.244,0.0,0.0,0.0,0.0,363.724,263.673,372.893,312.369,354.506,351.846,383.424,265.018,383.425,311.03,383.406,358.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0
0.0,0.0,365.027,192.612,351.863,193.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.028,259.745,372.903,311.052,355.83,351.882,383.434,262.383,383.418,309.745,382.112,357.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0
0.0,0.0,368.975,192.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.717,258.402,350.548,301.871,355.793,351.864,384.749,261.049,383.467,304.494,380.797,353.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
0.0,0.0,374.227,192.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.967,265.0,374.239,312.364,375.544,354.482,383.429,266.32,383.423,309.774,382.135,354.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0
0.0,0.0,370.273,191.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.34,259.766,372.935,311.05,375.54,355.791,382.098,263.689,383.381,309.745,382.127,357.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0
0.0,0.0,375.535,192.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.275,267.608,374.238,311.093,379.476,353.154,383.452,267.653,383.439,311.034,383.437,353.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0
0.0,0.0,374.248,189.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.271,266.293,374.222,311.053,379.47,353.152,383.45,266.324,383.441,309.763,383.455,353.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0
0.0,0.0,374.223,184.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.601,259.745,374.239,309.731,380.794,353.197,383.432,261.074,383.431,308.417,383.421,353.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0
0.0,0.0,374.223,184.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.601,259.745,374.239,309.731,380.793,353.197,383.432,261.074,383.431,308.417,383.421,353.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0
