Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,frame,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.381,271.57,216.294,293.934,216.347,322.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.372,271.59,216.287,293.96,216.337,321.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.37,271.594,216.284,293.954,216.33,321.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.361,272.89,216.283,293.934,216.33,321.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0
0.0,0.0,353.199,186.029,391.327,183.371,384.757,270.266,374.253,332.141,317.624,184.728,296.59,255.788,287.353,278.146,351.867,318.952,0.0,0.0,0.0,0.0,309.725,307.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0
0.0,0.0,353.201,182.091,391.328,182.083,384.756,272.9,372.893,341.318,317.646,176.841,299.218,247.892,282.097,270.288,350.513,312.383,0.0,0.0,0.0,0.0,309.716,299.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0
0.0,0.0,353.205,178.169,392.635,180.799,390.023,243.949,0.0,0.0,317.639,174.198,301.861,225.532,0.0,0.0,359.741,290.005,0.0,0.0,0.0,0.0,313.693,288.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0
0.0,0.0,354.469,178.171,392.634,180.799,390.022,243.951,0.0,0.0,317.64,174.198,301.86,225.532,0.0,0.0,359.741,290.007,0.0,0.0,0.0,0.0,313.691,288.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.27,268.955,216.357,290.031,216.334,321.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.277,271.565,216.363,290.063,216.345,321.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.986,266.323,216.355,289.997,216.34,321.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0
0.0,0.0,355.804,176.849,392.644,180.756,390.031,242.628,0.0,0.0,320.254,172.905,305.777,218.941,0.0,0.0,355.804,280.796,0.0,0.0,0.0,0.0,318.961,279.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0
0.0,0.0,355.812,176.847,392.661,180.763,391.313,241.318,0.0,0.0,320.252,172.905,304.501,220.249,0.0,0.0,357.117,278.161,0.0,0.0,0.0,0.0,320.252,278.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,0
0.0,0.0,357.117,176.829,392.663,179.477,390.036,238.666,0.0,0.0,320.279,172.909,307.089,218.937,0.0,0.0,358.444,271.577,0.0,0.0,0.0,0.0,322.897,250.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,0
